CompletionDate,StartedDate,BlackoutStart,BlackoutEnd,Status,CurrentTask,BlackoutTitle,Station,BlackoutType,StationId,ShowId,Stack,Correspondence,BPA,Sheet,Processor,ProcessingAuditor,ProcessingAuditFailure,IngestionAuditor,AuditCompleted,Configurator,CorrespondenceLink
2017-09-29 15:04:30.979,2017-09-23 16:07:48.554,null,null,COMPLETED,Email Configurators (emailTask1),null,null,OTT,STstBkB3Fw-jw=,SHliWX6IvzLqU=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/UvFFoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-09-29 15:04:30.979,2017-09-23 16:07:48.554,null,null,COMPLETED,Audit Blackout (userTask4),null,null,OTT,STstBkB3Fw-jw=,SHliWX6IvzLqU=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/UvFFoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-09-29 15:04:30.979,2017-09-23 16:07:48.554,null,null,COMPLETED,Add to GCL/Fill Gap (userTask2),null,null,OTT,STstBkB3Fw-jw=,SHliWX6IvzLqU=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/UvFFoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-05 01:10:47.781,2017-10-05 01:06:01.691,null,null,COMPLETED,Verify Qualification(userTask6),null,null,,,,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/vDvl4AAAAAA%3D%22%7D),null,irland@google.com,null,null,null,,null,null
2017-10-05 01:10:47.781,2017-10-05 01:06:01.691,null,null,COMPLETED,Add Blackouts Manually (userTask7),null,null,,,,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/vDvl4AAAAAA%3D%22%7D),null,irland@google.com,null,null,null,,null,null
2017-10-05 01:17:07.692,2017-10-05 01:16:45.429,null,null,COMPLETED,Verify Qualification(userTask6),null,null,,,,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/vjzl4AAAAAA%3D%22%7D),null,irland@google.com,null,null,null,,null,null
2017-10-05 01:17:07.692,2017-10-05 01:16:45.429,null,null,COMPLETED,Add Blackouts Manually (userTask7),null,null,,,,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/vjzl4AAAAAA%3D%22%7D),null,irland@google.com,null,null,null,,null,null
2017-10-13 08:44:45.623,2017-09-20 10:05:46.238,null,null,COMPLETED,Verify Qualification(userTask6),null,null,OTT,STKCqIE8SFRtM=,SHNUvmlybfflQ=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/qLXhoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 08:44:45.623,2017-09-20 10:05:46.238,null,null,COMPLETED,Add to GCL/Fill Gap (userTask2),null,null,OTT,STKCqIE8SFRtM=,SHNUvmlybfflQ=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/qLXhoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 08:44:45.623,2017-09-20 10:05:46.238,null,null,COMPLETED,Define Configuration for Rule (userTask1),null,null,OTT,STKCqIE8SFRtM=,SHNUvmlybfflQ=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/qLXhoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 08:44:45.623,2017-09-20 10:05:46.238,null,null,COMPLETED,Email Configurators (emailTask1),null,null,OTT,STKCqIE8SFRtM=,SHNUvmlybfflQ=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/qLXhoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 08:44:45.623,2017-09-20 10:05:46.238,null,null,COMPLETED,Audit Blackout (userTask4),null,null,OTT,STKCqIE8SFRtM=,SHNUvmlybfflQ=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/qLXhoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 08:44:45.623,2017-09-20 10:05:46.238,null,null,COMPLETED,Station or Show in Hades?(userTask5),null,null,OTT,STKCqIE8SFRtM=,SHNUvmlybfflQ=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/qLXhoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 09:12:58.203,2017-09-19 16:05:34.769,null,null,COMPLETED,Email Configurators (emailTask1),null,null,OTT,STCEhifdayETk=,SHsUoWLMs3FYM=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/htoBoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 09:12:58.203,2017-09-19 16:05:34.769,null,null,COMPLETED,Station or Show in Hades?(userTask5),null,null,OTT,STCEhifdayETk=,SHsUoWLMs3FYM=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/htoBoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 09:12:58.203,2017-09-19 16:05:34.769,null,null,COMPLETED,Define Configuration for Rule (userTask1),null,null,OTT,STCEhifdayETk=,SHsUoWLMs3FYM=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/htoBoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 09:12:58.203,2017-09-19 16:05:34.769,null,null,COMPLETED,Verify Qualification(userTask6),null,null,OTT,STCEhifdayETk=,SHsUoWLMs3FYM=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/htoBoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 09:12:58.203,2017-09-19 16:05:34.769,null,null,COMPLETED,Audit Blackout (userTask4),null,null,OTT,STCEhifdayETk=,SHsUoWLMs3FYM=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/htoBoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 09:12:58.203,2017-09-19 16:05:34.769,null,null,COMPLETED,Add to GCL/Fill Gap (userTask2),null,null,OTT,STCEhifdayETk=,SHsUoWLMs3FYM=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/htoBoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 11:14:16.061,2017-09-26 13:32:24.263,null,null,COMPLETED,Station or Show in Hades?(userTask5),null,null,OTT,STVD6Exn8TG24=,SHwl7rd_IYLLA=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/ywxdoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 11:14:16.061,2017-09-26 13:32:24.263,null,null,COMPLETED,Verify Qualification(userTask6),null,null,OTT,STVD6Exn8TG24=,SHwl7rd_IYLLA=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/ywxdoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 11:14:16.061,2017-09-26 13:32:24.263,null,null,COMPLETED,Define Configuration for Rule (userTask1),null,null,OTT,STVD6Exn8TG24=,SHwl7rd_IYLLA=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/ywxdoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 11:14:16.061,2017-09-26 13:32:24.263,null,null,COMPLETED,Add to GCL/Fill Gap (userTask2),null,null,OTT,STVD6Exn8TG24=,SHwl7rd_IYLLA=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/ywxdoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 11:14:16.061,2017-09-26 13:32:24.263,null,null,COMPLETED,Audit Blackout (userTask4),null,null,OTT,STVD6Exn8TG24=,SHwl7rd_IYLLA=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/ywxdoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 11:14:16.061,2017-09-26 13:32:24.263,null,null,COMPLETED,Email Configurators (emailTask1),null,null,OTT,STVD6Exn8TG24=,SHwl7rd_IYLLA=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/ywxdoAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-13 11:44:04.890,2017-10-11 12:08:03.131,null,null,COMPLETED,Add Blackouts Manually (userTask7),null,null,,,,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/s2Q74AAAAAA%3D%22%7D),null,alynn@google.com,null,null,null,,null,null
2017-10-13 11:44:04.890,2017-10-11 12:08:03.131,null,null,COMPLETED,Verify Qualification(userTask6),null,null,,,,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/s2Q74AAAAAA%3D%22%7D),null,alynn@google.com,null,null,null,,null,null
2017-10-18 13:55:04.266,2017-09-28 10:19:22.296,null,null,COMPLETED,Station or Show in Hades?(userTask5),null,null,OTT,STtmM8VK_ZU7A=,SHPZHoOHTqx7Q=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/7IXToAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-18 13:55:04.266,2017-09-28 10:19:22.296,null,null,COMPLETED,Email Configurators (emailTask1),null,null,OTT,STtmM8VK_ZU7A=,SHPZHoOHTqx7Q=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/7IXToAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-18 13:55:04.266,2017-09-28 10:19:22.296,null,null,COMPLETED,Verify Qualification(userTask6),null,null,OTT,STtmM8VK_ZU7A=,SHPZHoOHTqx7Q=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/7IXToAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-18 13:55:04.266,2017-09-28 10:19:22.296,null,null,COMPLETED,Define Configuration for Rule (userTask1),null,null,OTT,STtmM8VK_ZU7A=,SHPZHoOHTqx7Q=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/7IXToAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
2017-10-18 13:55:04.266,2017-09-28 10:19:22.296,null,null,COMPLETED,Add to GCL/Fill Gap (userTask2),null,null,OTT,STtmM8VK_ZU7A=,SHPZHoOHTqx7Q=,null,null,[Link](https://appdash.corp.google.com/dash/d/sc-92011-ytv-blackout-operatio#a=1&p=workflow-instance&process-instance-key=%7B%221%22:%22projects/sc-92011-ytv-blackout-operatio/processes/prod92811/processDefinitions/1/processInstances/7IXToAAAAAA%3D%22%7D),null,alynn@google.com,null,null,alynn@google.com,,gouellet@google.com,null
