month,proc_Ind_cmp,proc_Ind_run,proc_Rng_cmp,proc_Rng_run,proc_Ser_cmp,proc_Ser_run,proc_Bat_cmp,proc_Bat_run,proc_IndMod_cmp,proc_IndMod_run,proc_NoBO,proc_Parser_cmp,proc_Parser_run,proc_Ind_cmp_bad,proc_Ind_run_bad,proc_Rng_cmp_bad,proc_Rng_run_bad,proc_Ser_cmp_bad,proc_Ser_run_bad,proc_Bat_cmp_bad,proc_Bat_run_bad,proc_IndMod_cmp_bad,proc_IndMod_run_bad,proc_NoBO_bad,proc_Parser_cmp_bad,proc_Parser_run_bad,sum_proc,sum_proc_bad,sum_BO_Parser,acc_proc,pa1_Ind_cmp,pa1_Ind_run,pa1_Rng_cmp,pa1_Rng_run,pa1_Ser_cmp,pa1_Ser_run,pa1_Bat_cmp,pa1_Bat_run,pa1_IndMod_cmp,pa1_IndMod_run,pa1_NoBO,pa1_Parser_cmp,pa1_Parser_run,pa1_Ind_cmp_bad,pa1_Ind_run_bad,pa1_Rng_cmp_bad,pa1_Rng_run_bad,pa1_Ser_cmp_bad,pa1_Ser_run_bad,pa1_Bat_cmp_bad,pa1_Bat_run_bad,pa1_IndMod_cmp_bad,pa1_IndMod_run_bad,sum_pa1,sum_pa1_bad,acc_pa1,pa2_Ind_cmp,pa2_Ind_run,pa2_Rng_cmp,pa2_Rng_run,pa2_Bat_cmp,pa2_Bat_run,sum_pa2,ing_Ind_cmp,ing_Ind_run,ing_Rng_cmp,ing_Rng_run,ing_Ser_cmp,ing_Ser_run,ing_Bat_cmp,ing_Bat_run,ing_IndMod_cmp,ing_IndMod_run,ing_Parser_cmp,ing_Parser_run,ing_Parser_ing,ing_Ind_cmp_bad,ing_Ind_run_bad,ing_Rng_cmp_bad,ing_Rng_run_bad,ing_Ser_cmp_bad,ing_Ser_run_bad,ing_Bat_cmp_bad,ing_Bat_run_bad,ing_IndMod_cmp_bad,ing_IndMod_run_bad,ing_Parser_cmp_bad,ing_Parser_run_bad,ing_Parser_ing_bad,sum_ing,sum_ing_bad,acc_ing,ia1_Ind_cmp,ia1_Ind_run,ia1_Rng_cmp,ia1_Rng_run,ia1_Ser_cmp,ia1_Ser_run,ia1_Bat_cmp,ia1_Bat_run,ia1_IndMod_cmp,ia1_IndMod_run,ia1_Parser_cmp,ia1_Parser_run,ia1_Parser_ing,ia1_Ind_cmp_bad,ia1_Ind_run_bad,ia1_Parser_ing_bad,sum_ia1,sum_ia1_bad,acc_ia1,ia2_Ind_cmp,ia2_Ind_run,ia2_Parser_ing,sum_ia2,aps_Stack_cmp,aps_Stack_run,sum_aps,sum_mail,sum_BO,sum_task,sum_task_bad,acc_overall,acc_final
2018-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,4,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,174,16,0.908045977011,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,133,0,1.0,0,0,0,0,0,0,0,0,0,307,16,0.947882736156,0.87969924812
2018-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,149,17,0.885906040268,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,117,0,1.0,0,0,0,0,0,0,0,0,0,266,17,0.936090225564,0.854700854701
2018-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,5,264,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,269,23,0.914498141264,0,0,1,197,0,0,0,0,0,0,0,0,0,0,0,0,198,0,1.0,0,0,0,0,0,0,0,0,0,467,23,0.950749464668,0.883838383838
2019-01-01 00:00:00,7,0,2,1,3,1,0,0,7,0,133,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,982,1.0,11,0,0,0,2,2,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,20,0,1.0,0,0,0,0,0,0,0,79,0,14,321,0,0,0,0,0,0,1,0,362,0,0,0,28,0,0,0,0,0,0,0,0,0,777,28,0.963963963964,0,0,8,238,3,0,0,0,1,0,1,0,0,0,0,0,251,0,1.0,0,0,0,0,138,26,164,0,1136,1381,28,0.979724837075,0.888
2019-02-01 00:00:00,59,0,34,2,47,36,0,0,48,0,36,2,9,2,0,1,0,0,1,0,0,6,0,0,0,0,273,10,978,0.96336996337,86,0,51,28,33,30,0,0,52,0,0,3,10,2,0,14,5,0,0,0,0,0,0,293,21,0.928327645051,39,0,17,5,0,0,61,419,0,61,299,0,0,0,0,37,0,3,6,1170,0,0,1,23,0,0,0,0,0,0,0,0,0,1995,24,0.987969924812,0,0,23,232,43,0,0,0,0,0,3,0,283,0,0,0,584,0,1.0,0,0,0,0,106,91,197,0,1240,3403,55,0.983837790185,0.919463087248
2019-03-01 00:00:00,118,0,77,19,5,2,0,0,106,0,73,0,15,6,0,1,0,0,0,0,0,10,0,0,0,1,415,18,2194,0.956626506024,350,1,80,19,5,2,0,0,104,0,96,2,16,5,0,0,0,0,0,0,0,0,0,675,5,0.992592592593,303,2,64,19,0,0,388,574,24,159,483,0,0,0,0,63,0,3,14,2809,0,0,4,41,0,0,0,0,0,0,0,1,0,4129,46,0.988859287963,80,0,92,386,5,0,0,0,35,0,3,0,2085,2,0,0,2686,2,0.999255398362,44,0,1260,1304,245,41,286,0,2594,9883,71,0.992815946575,0.975495307612
2019-04-01 00:00:00,299,11,29,30,7,0,0,0,343,0,94,0,16,12,0,2,1,0,0,0,0,7,0,0,0,0,829,22,3044,0.973462002413,276,11,22,22,7,4,0,0,308,0,97,0,18,0,0,1,0,0,0,0,0,0,0,765,1,0.998692810458,251,7,20,26,0,0,304,320,0,95,537,0,0,0,0,289,0,0,2,2433,0,0,7,45,0,0,0,0,5,0,0,0,0,3676,57,0.984494015234,398,0,87,432,7,0,0,0,266,0,0,0,2433,2,0,0,3623,2,0.999447971295,332,0,2438,2770,333,98,431,0,3857,12398,82,0.993386030005,0.983875375786
2019-05-01 00:00:00,26,10,0,11,0,0,0,0,85,33,6,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,174,1,93,0.994252873563,74,17,0,6,0,0,0,0,130,42,7,0,3,0,0,0,1,0,0,0,0,0,0,279,1,0.996415770609,77,18,0,8,0,0,103,69,8,0,203,0,0,0,0,131,0,0,0,562,0,0,0,16,0,0,0,0,0,0,0,0,0,973,16,0.983556012333,51,0,0,152,0,0,0,0,127,0,0,0,556,0,0,0,886,0,1.0,47,0,552,599,54,55,109,0,264,3123,18,0.994236311239,0.981920903955
2019-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
2019-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
2019-08-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
2019-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
2019-10-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
